word_segment,instances,prominence
འི་,28,5.533596837944664
ར་,13,2.5691699604743086
ས་,13,2.5691699604743086
དུ་,10,1.9762845849802373
དང་,8,1.5810276679841897
ནས་,8,1.5810276679841897
ལ,7,1.383399209486166
ཀྱི་,7,1.383399209486166
རང་,6,1.185770750988142
སུ་,6,1.185770750988142
ལ་,6,1.185770750988142
གི་,6,1.185770750988142
ཀུན་,5,0.9881422924901186
གསུམ་,5,0.9881422924901186
གསོལ་འདེབས་,4,0.7905138339920948
བླ་མ,4,0.7905138339920948
གྱིས་,4,0.7905138339920948
བྱིན་,3,0.592885375494071
ཆ,3,0.592885375494071
ལུས་,3,0.592885375494071
ཨོ་རྒྱན་,3,0.592885375494071
བདག་,3,0.592885375494071
གྱི་,3,0.592885375494071
གནས་,3,0.592885375494071
མཆོག་,3,0.592885375494071
ཧཱུྃ,3,0.592885375494071
ཐིམ་པ,3,0.592885375494071
གུ་རུ་,3,0.592885375494071
ཐམས་ཅད་,3,0.592885375494071
ཚིག་,2,0.3952569169960474
བདུན་,2,0.3952569169960474
འབེབས་,2,0.3952569169960474
ཨཱཿ,2,0.3952569169960474
རུ,2,0.3952569169960474
བརྒྱད་,2,0.3952569169960474
ལྡན་,2,0.3952569169960474
རིན་ཆེན་,2,0.3952569169960474
རྒྱས་,2,0.3952569169960474
སྐྱབས་གནས་,2,0.3952569169960474
འདུས་,2,0.3952569169960474
རྡོ་རྗེ་,2,0.3952569169960474
མཚོ་,2,0.3952569169960474
ཕྱག་,2,0.3952569169960474
འོད་,2,0.3952569169960474
ཀློང་,2,0.3952569169960474
རྒྱ་མཚོ་,2,0.3952569169960474
སྤྲིན་,2,0.3952569169960474
ལྟར་,2,0.3952569169960474
ཐུགས་རྗེ,2,0.3952569169960474
གཟིགས,2,0.3952569169960474
ཡེ་ཤེས་,2,0.3952569169960474
དགེ་བ,2,0.3952569169960474
གྱི,2,0.3952569169960474
རྣམ་ཐར་,2,0.3952569169960474
སྙིང་,2,0.3952569169960474
ཤིང་,2,0.3952569169960474
ལྔ་,2,0.3952569169960474
ཀྱིས,2,0.3952569169960474
ཀྱིས་,2,0.3952569169960474
དངོས་གྲུབ་,2,0.3952569169960474
གསོལ,2,0.3952569169960474
༔པདྨ་,2,0.3952569169960474
པདྨ་,2,0.3952569169960474
སིདྡྷི་,2,0.3952569169960474
བླ་མ་,2,0.3952569169960474
འོད་ཟེར་,2,0.3952569169960474
སྙིང་ག,2,0.3952569169960474
བཛྲ་,2,0.3952569169960474
ཧཱུྃ་,2,0.3952569169960474
མཐ,2,0.3952569169960474
དཀར་དམར་,2,0.3952569169960474
ཆོས་སྐུ,2,0.3952569169960474
འོ,2,0.3952569169960474
༄༅,1,0.1976284584980237
འབྲེལ་བ,1,0.1976284584980237
རྣལ་འབྱོར་,1,0.1976284584980237
བརླབས་,1,0.1976284584980237
བཞུགས་,1,0.1976284584980237
སོ,1,0.1976284584980237
ཐ་མལ་,1,0.1976284584980237
གནས་པ,1,0.1976284584980237
མདུན་,1,0.1976284584980237
མཁའ་,1,0.1976284584980237
དྲི་མེད་,1,0.1976284584980237
དྷ་,1,0.1976284584980237
ན་,1,0.1976284584980237
ཀོ་ཤ,1,0.1976284584980237
མཚོ,1,0.1976284584980237
གཏིང་ཟབ་,1,0.1976284584980237
ཡན་ལག་,1,0.1976284584980237
ཆུས་,1,0.1976284584980237
གང་བ,1,0.1976284584980237
འི,1,0.1976284584980237
དབུས་,1,0.1976284584980237
པད་སྡོང་,1,0.1976284584980237
འདབ་,1,0.1976284584980237
སྟེང་,1,0.1976284584980237
འཆང་,1,0.1976284584980237
མཚན་དཔེ,1,0.1976284584980237
དཔལ་འབར་,1,0.1976284584980237
རྒྱལ་ཡུམ་,1,0.1976284584980237
འཁྲིལ,1,0.1976284584980237
གཡས་,1,0.1976284584980237
གཡོན་པ,1,0.1976284584980237
ཐོད་,1,0.1976284584980237
བུམ་,1,0.1976284584980237
བསྣམས,1,0.1976284584980237
དར་,1,0.1976284584980237
རུས་པ,1,0.1976284584980237
རྒྱན་,1,0.1976284584980237
མཛེས,1,0.1976284584980237
ལྔ,1,0.1976284584980237
བདེ་ཆེན་,1,0.1976284584980237
གཟི་བྱིན་,1,0.1976284584980237
འབར,1,0.1976284584980237
འཁོར་,1,0.1976284584980237
རྩ་,1,0.1976284584980237
གཏིབས,1,0.1976284584980237
བྱིན་རླབས་,1,0.1976284584980237
རྒྱལ་,1,0.1976284584980237
ངོ་བོ་,1,0.1976284584980237
འཆི་མེད་,1,0.1976284584980237
སྐུར,1,0.1976284584980237
